½»Ò×ÈÕÆÚ,ºÏÔ¼ÏµÁĞ,³É½»Á¿,³Ö²ÖÁ¿,³Ö²ÖÁ¿±ä»¯,³É½»¶î,ĞĞÈ¨Á¿,Òşº¬²¨¶¯ÂÊ,Òşº¬²¨¶¯ÂÊ(%)
2019/1/28,ru1905                        ,9436,5744,5744,3127.526,0,0.225466,22.5466
2019/1/28,ru1906                        ,292,202,202,242.062,0,0.223695,22.3695
2019/1/28,ru1907                        ,2,2,2,0.3,0,0.2116,21.16
2019/1/28,ru1908                        ,2,2,2,0.4,0,0.227616,22.7616
2019/1/28,ru1909                        ,1256,892,892,1012.26,0,0.240682,24.0682
2019/1/28,ru1910                        ,,0,0,,0,0.240682,24.0682
2019/1/28,ru1911                        ,12,12,12,4.822,0,0.210646,21.0646
2019/1/28,ru2001                        ,360,242,242,519.202,0,0.320077,32.0077
2019/1/29,ru1905                        ,7902,7604,1860,2748.264,0,0.2312,23.12
2019/1/29,ru1906                        ,122,254,52,46.512,0,0.21458,21.458
2019/1/29,ru1907                        ,0,2,0,0,0,0.21458,21.458
2019/1/29,ru1908                        ,0,2,0,0,0,0.22851,22.851
2019/1/29,ru1909                        ,1046,1574,682,707.796,0,0.22851,22.851
2019/1/29,ru1910                        ,,0,0,,0,0.22851,22.851
2019/1/29,ru1911                        ,16,28,16,8.262,0,0.22011,22.011
2019/1/29,ru2001                        ,54,256,14,59.224,0,0.239719,23.9719
2019/1/30,ru1905                        ,4706,9106,1502,1392.644,0,0.218713,21.8713
2019/1/30,ru1906                        ,242,336,82,74.828,0,0.216164,21.6164
2019/1/30,ru1907                        ,0,2,0,0,0,0.216164,21.6164
2019/1/30,ru1908                        ,0,2,0,0,0,0.219848,21.9848
2019/1/30,ru1909                        ,350,1692,118,244.774,0,0.219848,21.9848
2019/1/30,ru1910                        ,,0,0,,0,0.219848,21.9848
2019/1/30,ru1911                        ,0,28,0,0,0,0.22996,22.996
2019/1/30,ru2001                        ,10,258,2,15.29,0,0.22996,22.996
2019/1/31,ru1905                        ,6200,10568,1462,2030.062,0,0.219124,21.9124
2019/1/31,ru1906                        ,998,750,414,546.006,0,0.216337,21.6337
2019/1/31,ru1907                        ,2,4,2,0.354,0,0.233129,23.3129
2019/1/31,ru1908                        ,2,4,2,0.532,0,0.226459,22.6459
2019/1/31,ru1909                        ,520,1620,-72,361.896,0,0.218281,21.8281
2019/1/31,ru1910                        ,,0,0,,0,0.218281,21.8281
2019/1/31,ru1911                        ,0,28,0,0,0,0.24204,24.204
2019/1/31,ru2001                        ,4,258,0,2.24,0,0.24204,24.204
2019/2/1,ru1905                        ,4714,11326,758,1552.772,0,0.22249,22.249
2019/2/1,ru1906                        ,56,732,-18,39.466,0,0.224902,22.4902
2019/2/1,ru1907                        ,0,4,0,0,0,0.224902,22.4902
2019/2/1,ru1908                        ,0,4,0,0,0,0.219475,21.9475
2019/2/1,ru1909                        ,222,1772,152,141.186,0,0.219475,21.9475
2019/2/1,ru1910                        ,,0,0,,0,0.219475,21.9475
2019/2/1,ru1911                        ,0,28,0,0,0,0.219475,21.9475
2019/2/1,ru2001                        ,0,258,0,0,0,0.219475,21.9475
2019/2/11,ru1905                        ,5002,11342,16,1498.312,0,0.228692,22.8692
2019/2/11,ru1906                        ,500,856,124,139.768,0,0.233339,23.3339
2019/2/11,ru1907                        ,0,4,0,0,0,0.233339,23.3339
2019/2/11,ru1908                        ,0,4,0,0,0,0.240851,24.0851
2019/2/11,ru1909                        ,712,2206,434,365.56,0,0.240851,24.0851
2019/2/11,ru1910                        ,,0,0,,0,0.240851,24.0851
2019/2/11,ru1911                        ,0,28,0,0,0,0.238605,23.8605
2019/2/11,ru2001                        ,62,316,58,72.158,0,0.238605,23.8605
2019/2/12,ru1905                        ,5834,11424,82,2013.038,0,0.225722,22.5722
2019/2/12,ru1906                        ,324,874,18,82.426,0,0.238122,23.8122
2019/2/12,ru1907                        ,0,4,0,0,0,0.238122,23.8122
2019/2/12,ru1908                        ,0,4,0,0,0,0.244624,24.4624
2019/2/12,ru1909                        ,630,2510,304,443.438,0,0.244624,24.4624
2019/2/12,ru1910                        ,,0,0,,0,0.244624,24.4624
2019/2/12,ru1911                        ,0,28,0,0,0,0.244624,24.4624
2019/2/12,ru2001                        ,0,316,0,0,0,0.244624,24.4624
2019/2/13,ru1905                        ,4040,11572,148,1337.294,0,0.224122,22.4122
2019/2/13,ru1906                        ,50,852,-22,7.108,0,0.230723,23.0723
2019/2/13,ru1907                        ,0,4,0,0,0,0.230723,23.0723
2019/2/13,ru1908                        ,4,8,4,0.95,0,0.240314,24.0314
2019/2/13,ru1909                        ,614,2664,154,408.186,0,0.235336,23.5336
2019/2/13,ru1910                        ,10,10,10,6.196,0,0.233338,23.3338
2019/2/13,ru1911                        ,0,28,0,0,0,0.233338,23.3338
2019/2/13,ru2001                        ,2,318,2,1.184,0,0.243563,24.3563
2019/2/14,ru1905                        ,6840,12396,824,2481.758,0,0.230622,23.0622
2019/2/14,ru1906                        ,182,900,48,30.486,0,0.230544,23.0544
2019/2/14,ru1907                        ,0,4,0,0,0,0.230544,23.0544
2019/2/14,ru1908                        ,0,8,0,0,0,0.228264,22.8264
2019/2/14,ru1909                        ,1336,3120,456,660.752,0,0.228264,22.8264
2019/2/14,ru1910                        ,12,22,12,9.878,0,0.242791,24.2791
2019/2/14,ru1911                        ,52,72,44,49.628,0,0.237981,23.7981
2019/2/14,ru2001                        ,12,316,-2,14.602,0,0.244308,24.4308
2019/2/15,ru1905                        ,5648,12224,-172,1779.178,0,0.224476,22.4476
2019/2/15,ru1906                        ,530,980,80,133.944,0,0.236981,23.6981
2019/2/15,ru1907                        ,36,38,34,27.954,0,0.192901,19.2901
2019/2/15,ru1908                        ,20,14,6,3.496,0,0.234199,23.4199
2019/2/15,ru1909                        ,524,3312,192,239.17,0,0.225372,22.5372
2019/2/15,ru1910                        ,6,28,6,3.328,0,0.230793,23.0793
2019/2/15,ru1911                        ,0,72,0,0,0,0.230793,23.0793
2019/2/15,ru2001                        ,0,316,0,0,0,0.230793,23.0793
2019/2/18,ru1905                        ,5796,12426,202,2187.188,0,0.231202,23.1202
2019/2/18,ru1906                        ,340,928,-52,101.506,0,0.228278,22.8278
2019/2/18,ru1907                        ,0,38,0,0,0,0.228278,22.8278
2019/2/18,ru1908                        ,6,20,6,5.254,0,0.225214,22.5214
2019/2/18,ru1909                        ,1032,3456,144,557.404,0,0.230086,23.0086
2019/2/18,ru1910                        ,0,28,0,0,0,0.230086,23.0086
2019/2/18,ru1911                        ,0,72,0,0,0,0.230086,23.0086
2019/2/18,ru2001                        ,0,316,0,0,0,0.230086,23.0086
2019/2/19,ru1905                        ,19062,13640,1214,9039.902,0,0.243912,24.3912
2019/2/19,ru1906                        ,1880,1442,514,1006.684,0,0.246106,24.6106
2019/2/19,ru1907                        ,30,68,30,7.642,0,0.238944,23.8944
2019/2/19,ru1908                        ,18,38,18,4.882,0,0.237323,23.7323
2019/2/19,ru1909                        ,1422,4004,548,772.308,0,0.232432,23.2432
2019/2/19,ru1910                        ,8,36,8,1.06,0,0.238176,23.8176
2019/2/19,ru1911                        ,0,72,0,0,0,0.238176,23.8176
2019/2/19,ru2001                        ,46,362,46,22.006,0,0.245749,24.5749
2019/2/20,ru1905                        ,10890,14688,1048,5439.186,0,0.245621,24.5621
2019/2/20,ru1906                        ,1582,1628,186,606.016,0,0.244535,24.4535
2019/2/20,ru1907                        ,102,164,96,49.978,0,0.229233,22.9233
2019/2/20,ru1908                        ,140,114,76,55.804,0,0.235849,23.5849
2019/2/20,ru1909                        ,1124,4448,444,1084.442,0,0.229306,22.9306
2019/2/20,ru1910                        ,104,88,52,28.422,0,0.238729,23.8729
2019/2/20,ru1911                        ,38,102,30,5.738,0,0.23448,23.448
2019/2/20,ru2001                        ,26,374,12,15.416,0,0.238367,23.8367
2019/2/21,ru1905                        ,10354,16368,1680,4311.964,0,0.263756,26.3756
2019/2/21,ru1906                        ,616,1720,92,186.558,0,0.24379,24.379
2019/2/21,ru1907                        ,28,180,16,2.78,0,0.235446,23.5446
2019/2/21,ru1908                        ,42,140,26,7.364,0,0.23794,23.794
2019/2/21,ru1909                        ,592,4704,256,529.802,0,0.245962,24.5962
2019/2/21,ru1910                        ,28,114,26,3.868,0,0.242311,24.2311
2019/2/21,ru1911                        ,50,140,38,8.23,0,0.238851,23.8851
2019/2/21,ru2001                        ,48,406,32,14.362,0,0.241788,24.1788
2019/2/22,ru1905                        ,7058,17276,908,2890.866,0,0.268378,26.8378
2019/2/22,ru1906                        ,1496,1934,214,800.456,0,0.262801,26.2801
2019/2/22,ru1907                        ,56,234,54,30.868,0,0.253099,25.3099
2019/2/22,ru1908                        ,6,146,6,2.53,0,0.262923,26.2923
2019/2/22,ru1909                        ,236,4776,72,167.754,0,0.245129,24.5129
2019/2/22,ru1910                        ,8,120,6,1.84,0,0.244962,24.4962
2019/2/22,ru1911                        ,6,144,4,1.772,0,0.241707,24.1707
2019/2/22,ru2001                        ,16,402,-4,7.568,0,0.245281,24.5281
2019/2/25,ru1905                        ,11852,17652,376,5357.344,0,0.273937,27.3937
2019/2/25,ru1906                        ,876,2174,240,548.656,0,0.252025,25.2025
2019/2/25,ru1907                        ,94,304,70,47.91,0,0.251746,25.1746
2019/2/25,ru1908                        ,20,164,18,20.804,0,0.247558,24.7558
2019/2/25,ru1909                        ,872,4670,-106,652.882,0,0.240332,24.0332
2019/2/25,ru1910                        ,16,126,6,3.74,0,0.248334,24.8334
2019/2/25,ru1911                        ,12,152,8,5.172,0,0.240705,24.0705
2019/2/25,ru2001                        ,8,402,0,2.91,0,0.24308,24.308
2019/2/26,ru1905                        ,7432,17704,52,3062.74,0,0.276785,27.6785
2019/2/26,ru1906                        ,450,2218,44,181.1,0,0.272497,27.2497
2019/2/26,ru1907                        ,34,322,18,14.374,0,0.24824,24.824
2019/2/26,ru1908                        ,2,166,2,0.486,0,0.248618,24.8618
2019/2/26,ru1909                        ,512,4794,124,388.428,0,0.245952,24.5952
2019/2/26,ru1910                        ,10,124,-2,2.49,0,0.243149,24.3149
2019/2/26,ru1911                        ,0,152,0,0,0,0.243149,24.3149
2019/2/26,ru2001                        ,2,402,0,3.192,0,0.229763,22.9763
2019/2/27,ru1905                        ,5274,18264,560,2136.006,0,0.279877,27.9877
2019/2/27,ru1906                        ,648,2394,176,365.198,0,0.257683,25.7683
2019/2/27,ru1907                        ,8,326,4,6.126,0,0.183772,18.3772
2019/2/27,ru1908                        ,4,170,4,1.278,0,0.260779,26.0779
2019/2/27,ru1909                        ,210,4836,42,199.598,0,0.241811,24.1811
2019/2/27,ru1910                        ,0,124,0,0,0,0.241811,24.1811
2019/2/27,ru1911                        ,0,152,0,0,0,0.225154,22.5154
2019/2/27,ru2001                        ,18,398,-4,28.806,0,0.225154,22.5154
2019/2/28,ru1905                        ,7046,18514,250,2878.48,0,0.277767,27.7767
2019/2/28,ru1906                        ,226,2390,-4,58.282,0,0.25537,25.537
2019/2/28,ru1907                        ,0,326,0,0,0,0.25537,25.537
2019/2/28,ru1908                        ,6,166,-4,0.9,0,0.2388,23.88
2019/2/28,ru1909                        ,44,4854,18,32.98,0,0.262916,26.2916
2019/2/28,ru1910                        ,6,124,0,0.732,0,0.222996,22.2996
2019/2/28,ru1911                        ,2,154,2,0.938,0,0.24873,24.873
2019/2/28,ru2001                        ,0,398,0,0,0,0.24873,24.873
2019/3/1,ru1905                        ,7318,19404,890,2686.92,0,0.270965,27.0965
2019/3/1,ru1906                        ,332,2352,-38,120.204,0,0.257242,25.7242
2019/3/1,ru1907                        ,4,330,4,1.072,0,0.257066,25.7066
2019/3/1,ru1908                        ,0,166,0,0,0,0.257066,25.7066
2019/3/1,ru1909                        ,210,4862,8,192.266,0,0.252092,25.2092
2019/3/1,ru1910                        ,0,124,0,0,0,0.252092,25.2092
2019/3/1,ru1911                        ,0,154,0,0,0,0.252092,25.2092
2019/3/1,ru2001                        ,0,398,0,0,0,0.252092,25.2092
2019/3/4,ru1905                        ,6718,19308,-96,2682.676,0,0.267165,26.7165
2019/3/4,ru1906                        ,926,2616,264,380.302,0,0.260666,26.0666
2019/3/4,ru1907                        ,0,330,0,0,0,0.260666,26.0666
2019/3/4,ru1908                        ,0,166,0,0,0,0.242641,24.2641
2019/3/4,ru1909                        ,364,4884,22,276.136,0,0.242641,24.2641
2019/3/4,ru1910                        ,0,124,0,0,0,0.242641,24.2641
2019/3/4,ru1911                        ,0,154,0,0,0,0.27081,27.081
2019/3/4,ru2001                        ,8,398,0,8.372,0,0.27081,27.081
2019/3/5,ru1905                        ,5064,19192,-116,1559.88,2,0.248613,24.8613
2019/3/5,ru1906                        ,568,2554,-62,162.482,0,0.25124,25.124
2019/3/5,ru1907                        ,10,336,6,5.84,0,0.256132,25.6132
2019/3/5,ru1908                        ,4,164,-2,7.318,0,0.262037,26.2037
2019/3/5,ru1909                        ,530,5098,214,278.216,0,0.259363,25.9363
2019/3/5,ru1910                        ,0,124,0,0,0,0.259363,25.9363
2019/3/5,ru1911                        ,26,148,-6,25.308,0,0.241972,24.1972
2019/3/5,ru2001                        ,34,404,6,54.62,0,0.23452,23.452
2019/3/6,ru1905                        ,3312,19304,112,1098.384,0,0.239883,23.9883
2019/3/6,ru1906                        ,216,2482,-72,76.122,0,0.223194,22.3194
2019/3/6,ru1907                        ,2,338,2,0.316,0,0.234263,23.4263
2019/3/6,ru1908                        ,6,168,4,1.158,0,0.232625,23.2625
2019/3/6,ru1909                        ,316,5178,80,197.81,0,0.245886,24.5886
2019/3/6,ru1910                        ,0,124,0,0,0,0.245886,24.5886
2019/3/6,ru1911                        ,0,148,0,0,0,0.245886,24.5886
2019/3/6,ru2001                        ,0,404,0,0,0,0.245886,24.5886
2019/3/7,ru1905                        ,6072,18926,-378,1464.702,0,0.236749,23.6749
2019/3/7,ru1906                        ,464,2506,24,109.114,0,0.226613,22.6613
2019/3/7,ru1907                        ,62,386,48,8.458,0,0.223126,22.3126
2019/3/7,ru1908                        ,20,180,12,3.06,0,0.232778,23.2778
2019/3/7,ru1909                        ,834,5510,332,517.192,0,0.250991,25.0991
2019/3/7,ru1910                        ,0,124,0,0,0,0.250991,25.0991
2019/3/7,ru1911                        ,2,150,2,0.294,0,0.044694,4.4694
2019/3/7,ru2001                        ,20,402,-2,15.414,0,0.174116,17.4116
2019/3/8,ru1905                        ,4818,18536,-390,1197.85,0,0.231486,23.1486
2019/3/8,ru1906                        ,290,2558,52,82.948,0,0.213708,21.3708
2019/3/8,ru1907                        ,14,382,-4,2.272,0,0.218864,21.8864
2019/3/8,ru1908                        ,0,180,0,0,0,0.218864,21.8864
2019/3/8,ru1909                        ,546,5632,122,205.76,0,0.230253,23.0253
2019/3/8,ru1910                        ,4,124,0,0.606,0,0.22657,22.657
2019/3/8,ru1911                        ,0,150,0,0,0,0.22657,22.657
2019/3/8,ru2001                        ,2,404,2,0.884,0,0.241072,24.1072
2019/3/11,ru1905                        ,3856,18628,92,1021.108,4,0.234022,23.4022
2019/3/11,ru1906                        ,148,2516,-42,11.002,0,0.222488,22.2488
2019/3/11,ru1907                        ,14,384,2,1.988,0,0.240554,24.0554
2019/3/11,ru1908                        ,0,180,0,0,0,0.240554,24.0554
2019/3/11,ru1909                        ,1082,5738,106,617.526,0,0.258802,25.8802
2019/3/11,ru1910                        ,0,124,0,0,0,0.258802,25.8802
2019/3/11,ru1911                        ,0,150,0,0,0,0.107873,10.7873
2019/3/11,ru2001                        ,2,404,0,0.358,0,0.107873,10.7873
2019/3/12,ru1905                        ,3644,18816,188,834.028,0,0.233711,23.3711
2019/3/12,ru1906                        ,630,2332,-184,207.13,0,0.22047,22.047
2019/3/12,ru1907                        ,4,388,4,0.572,0,0.241522,24.1522
2019/3/12,ru1908                        ,0,180,0,0,0,0.241522,24.1522
2019/3/12,ru1909                        ,250,5654,-84,125.028,2,0.255413,25.5413
2019/3/12,ru1910                        ,30,144,20,14.644,0,0.2406,24.06
2019/3/12,ru1911                        ,6,154,4,10.366,0,0.238458,23.8458
2019/3/12,ru2001                        ,112,406,2,157.602,0,0.229421,22.9421
2019/3/13,ru1905                        ,4628,18878,62,1250.078,0,0.225952,22.5952
2019/3/13,ru1906                        ,270,2366,34,79.694,0,0.216235,21.6235
2019/3/13,ru1907                        ,8,394,6,1.438,0,0.219767,21.9767
2019/3/13,ru1908                        ,8,188,8,1.108,0,0.217046,21.7046
2019/3/13,ru1909                        ,644,5856,202,291.502,0,0.243344,24.3344
2019/3/13,ru1910                        ,24,168,24,7.544,0,0.245011,24.5011
2019/3/13,ru1911                        ,2,156,2,0.972,0,0.249135,24.9135
2019/3/13,ru2001                        ,70,428,22,41.334,0,0.238485,23.8485
2019/3/14,ru1905                        ,3028,18898,20,574.662,0,0.223934,22.3934
2019/3/14,ru1906                        ,380,2324,-42,109.064,0,0.211623,21.1623
2019/3/14,ru1907                        ,4,394,0,0.65,0,0.217751,21.7751
2019/3/14,ru1908                        ,0,188,0,0,0,0.217751,21.7751
2019/3/14,ru1909                        ,352,6102,246,205.074,0,0.242932,24.2932
2019/3/14,ru1910                        ,6,170,2,1.856,0,0.244065,24.4065
2019/3/14,ru1911                        ,0,156,0,0,0,0.244065,24.4065
2019/3/14,ru2001                        ,4,428,0,5.502,0,0.238155,23.8155
2019/3/15,ru1905                        ,7442,19186,288,1795.008,0,0.237731,23.7731
2019/3/15,ru1906                        ,1278,2362,38,318.35,0,0.231473,23.1473
2019/3/15,ru1907                        ,8,402,8,1.2,0,0.216259,21.6259
2019/3/15,ru1908                        ,0,188,0,0,0,0.216259,21.6259
2019/3/15,ru1909                        ,554,6356,254,246.808,0,0.259185,25.9185
2019/3/15,ru1910                        ,4,174,4,1.242,0,0.24572,24.572
2019/3/15,ru1911                        ,0,156,0,0,0,0.24572,24.572
2019/3/15,ru2001                        ,6,428,0,4.816,0,0.239741,23.9741
2019/3/18,ru1905                        ,3680,19356,170,597.014,0,0.258751,25.8751
2019/3/18,ru1906                        ,564,2362,0,99.358,0,0.216124,21.6124
2019/3/18,ru1907                        ,18,412,10,1.814,0,0.21925,21.925
2019/3/18,ru1908                        ,0,188,0,0,0,0.21925,21.925
2019/3/18,ru1909                        ,310,6486,130,159.948,0,0.240634,24.0634
2019/3/18,ru1910                        ,0,174,0,0,0,0.240634,24.0634
2019/3/18,ru1911                        ,6,162,6,9.77,0,0.221846,22.1846
2019/3/18,ru2001                        ,24,442,14,15.636,0,0.239426,23.9426
2019/3/18,ru2003                        ,,0,0,,0,0.239426,23.9426
2019/3/19,ru1905                        ,6218,19906,550,1128.508,0,0.247107,24.7107
2019/3/19,ru1906                        ,564,2332,-30,137.136,0,0.22456,22.456
2019/3/19,ru1907                        ,2,412,0,0.078,0,0.212218,21.2218
2019/3/19,ru1908                        ,0,188,0,0,0,0.212218,21.2218
2019/3/19,ru1909                        ,592,6884,398,289.858,0,0.240482,24.0482
2019/3/19,ru1910                        ,0,174,0,0,0,0.240482,24.0482
2019/3/19,ru1911                        ,0,162,0,0,0,0.245819,24.5819
2019/3/19,ru2001                        ,6,442,0,5.934,0,0.245819,24.5819
2019/3/19,ru2003                        ,,0,0,,0,0.245819,24.5819
2019/3/20,ru1905                        ,5022,20094,188,720.528,0,0.231699,23.1699
2019/3/20,ru1906                        ,508,2310,-22,78.576,0,0.220602,22.0602
2019/3/20,ru1907                        ,0,412,0,0,0,0.220602,22.0602
2019/3/20,ru1908                        ,0,188,0,0,0,0.256202,25.6202
2019/3/20,ru1909                        ,148,6956,72,74.948,0,0.256202,25.6202
2019/3/20,ru1910                        ,0,174,0,0,0,0.256202,25.6202
2019/3/20,ru1911                        ,0,162,0,0,0,0.220626,22.0626
2019/3/20,ru2001                        ,2,444,2,0.31,0,0.220626,22.0626
2019/3/20,ru2003                        ,,0,0,,0,0.220626,22.0626
2019/3/21,ru1905                        ,4710,20458,364,683.358,4,0.225438,22.5438
2019/3/21,ru1906                        ,510,2284,-26,59.752,0,0.22773,22.773
2019/3/21,ru1907                        ,6,416,4,0.456,0,0.226292,22.6292
2019/3/21,ru1908                        ,0,188,0,0,0,0.226292,22.6292
2019/3/21,ru1909                        ,488,7290,334,188.928,0,0.237719,23.7719
2019/3/21,ru1910                        ,50,180,6,15.928,0,0.211063,21.1063
2019/3/21,ru1911                        ,0,162,0,0,0,0.211063,21.1063
2019/3/21,ru2001                        ,0,444,0,0,0,0.211063,21.1063
2019/3/21,ru2003                        ,,0,0,,0,0.211063,21.1063
2019/3/22,ru1905                        ,4180,20632,174,517.196,0,0.221054,22.1054
2019/3/22,ru1906                        ,1860,2354,70,315.394,0,0.201536,20.1536
2019/3/22,ru1907                        ,14,418,2,3.084,0,0.213821,21.3821
2019/3/22,ru1908                        ,0,188,0,0,0,0.213821,21.3821
2019/3/22,ru1909                        ,582,7556,266,210.37,0,0.226148,22.6148
2019/3/22,ru1910                        ,0,180,0,0,0,0.226148,22.6148
2019/3/22,ru1911                        ,8,166,4,2.886,0,0.234388,23.4388
2019/3/22,ru2001                        ,0,444,0,0,0,0.234388,23.4388
2019/3/22,ru2003                        ,,0,0,,0,0.234388,23.4388
2019/3/25,ru1905                        ,8584,21202,570,1198.278,0,0.214878,21.4878
2019/3/25,ru1906                        ,1390,2452,98,244.994,0,0.201062,20.1062
2019/3/25,ru1907                        ,14,432,14,2.078,0,0.19694,19.694
2019/3/25,ru1908                        ,24,210,22,2.374,0,0.221881,22.1881
2019/3/25,ru1909                        ,1088,8110,554,454.022,0,0.232668,23.2668
2019/3/25,ru1910                        ,0,180,0,0,0,0.232668,23.2668
2019/3/25,ru1911                        ,0,166,0,0,0,0.239042,23.9042
2019/3/25,ru2001                        ,16,444,0,11.826,0,0.239042,23.9042
2019/3/25,ru2003                        ,,0,0,,0,0.239042,23.9042
2019/3/26,ru1905                        ,5874,20796,-406,907.18,8,0.211133,21.1133
2019/3/26,ru1906                        ,1206,2626,174,111.574,0,0.216842,21.6842
2019/3/26,ru1907                        ,6,438,6,0.9,0,0.206839,20.6839
2019/3/26,ru1908                        ,4,214,4,0.682,0,0.215282,21.5282
2019/3/26,ru1909                        ,1646,8878,768,688.868,0,0.242806,24.2806
2019/3/26,ru1910                        ,8,180,0,4.976,0,0.227318,22.7318
2019/3/26,ru1911                        ,0,166,0,0,0,0.227318,22.7318
2019/3/26,ru2001                        ,4,448,4,0.804,0,0.225011,22.5011
2019/3/26,ru2003                        ,0,0,0,0,0,0.225011,22.5011
2019/3/27,ru1905                        ,12424,20378,-418,2485.276,0,0.221087,22.1087
2019/3/27,ru1906                        ,1162,2628,2,182.468,0,0.212172,21.2172
2019/3/27,ru1907                        ,6,436,-2,1.562,0,0.191169,19.1169
2019/3/27,ru1908                        ,6,220,6,0.95,0,0.21688,21.688
2019/3/27,ru1909                        ,1360,9478,600,436.214,0,0.232905,23.2905
2019/3/27,ru1910                        ,0,180,0,0,0,0.232905,23.2905
2019/3/27,ru1911                        ,0,166,0,0,0,0.229172,22.9172
2019/3/27,ru2001                        ,10,456,8,4.892,0,0.229172,22.9172
2019/3/27,ru2003                        ,0,0,0,0,0,0.229172,22.9172
2019/3/28,ru1905                        ,7822,19766,-612,2002.544,160,0.218174,21.8174
2019/3/28,ru1906                        ,848,2606,-22,129.604,0,0.208442,20.8442
2019/3/28,ru1907                        ,36,440,4,18.286,0,0.173833,17.3833
2019/3/28,ru1908                        ,0,220,0,0,0,0.173833,17.3833
2019/3/28,ru1909                        ,2052,9980,502,688.148,2,0.243533,24.3533
2019/3/28,ru1910                        ,0,180,0,0,0,0.243533,24.3533
2019/3/28,ru1911                        ,0,166,0,0,0,0.243533,24.3533
2019/3/28,ru2001                        ,0,456,0,0,0,0.243533,24.3533
2019/3/28,ru2003                        ,0,0,0,0,0,0.243533,24.3533
2019/3/29,ru1905                        ,15600,17136,-2630,3211.624,336,0.270804,27.0804
2019/3/29,ru1906                        ,696,2470,-136,280.43,0,0.233489,23.3489
2019/3/29,ru1907                        ,4,444,4,2.988,0,0.333739,33.3739
2019/3/29,ru1908                        ,0,220,0,0,0,0.333739,33.3739
2019/3/29,ru1909                        ,1252,10436,456,691.232,0,0.237182,23.7182
2019/3/29,ru1910                        ,0,180,0,0,0,0.237182,23.7182
2019/3/29,ru1911                        ,0,166,0,0,0,0.243445,24.3445
2019/3/29,ru2001                        ,2,458,2,0.48,0,0.243445,24.3445
2019/3/29,ru2003                        ,0,0,0,0,0,0.243445,24.3445
2019/4/1,ru1905                        ,5426,16802,-334,570.228,40,0.306017,30.6017
2019/4/1,ru1906                        ,444,2374,-96,96.664,0,0.226009,22.6009
2019/4/1,ru1907                        ,8,448,4,0.734,0,0.2137,21.37
2019/4/1,ru1908                        ,18,236,16,1.002,0,0.225063,22.5063
2019/4/1,ru1909                        ,1066,10818,382,342.872,0,0.235582,23.5582
2019/4/1,ru1910                        ,0,180,0,0,0,0.235582,23.5582
2019/4/1,ru1911                        ,2,168,2,0.338,0,0.236464,23.6464
2019/4/1,ru2001                        ,0,458,0,0,0,0.236464,23.6464
2019/4/1,ru2003                        ,0,0,0,0,0,0.236464,23.6464
2019/4/2,ru1905                        ,1892,16902,100,226.756,42,0.225845,22.5845
2019/4/2,ru1906                        ,560,2376,2,20.248,0,0.22818,22.818
2019/4/2,ru1907                        ,0,448,0,0,0,0.22818,22.818
2019/4/2,ru1908                        ,0,236,0,0,0,0.236151,23.6151
2019/4/2,ru1909                        ,758,11086,268,278.614,0,0.236151,23.6151
2019/4/2,ru1910                        ,0,180,0,0,0,0.236151,23.6151
2019/4/2,ru1911                        ,0,168,0,0,0,0.236151,23.6151
2019/4/2,ru2001                        ,0,458,0,0,0,0.236151,23.6151
2019/4/2,ru2003                        ,0,0,0,0,0,0.236151,23.6151
2019/4/3,ru1905                        ,2556,16592,-310,244.886,70,0.18976,18.976
2019/4/3,ru1906                        ,526,2276,-100,35.838,0,0.223335,22.3335
2019/4/3,ru1907                        ,0,448,0,0,0,0.223335,22.3335
2019/4/3,ru1908                        ,0,236,0,0,0,0.228157,22.8157
2019/4/3,ru1909                        ,636,11338,252,194.1,0,0.228157,22.8157
2019/4/3,ru1910                        ,14,184,4,2.518,0,0.223429,22.3429
2019/4/3,ru1911                        ,2,168,0,0.6,0,0.295771,29.5771
2019/4/3,ru2001                        ,0,458,0,0,0,0.295771,29.5771
2019/4/3,ru2003                        ,0,0,0,0,0,0.295771,29.5771
2019/4/4,ru1905                        ,1664,16392,-200,223.75,0,0.174612,17.4612
2019/4/4,ru1906                        ,400,2256,-20,19.586,0,0.20897,20.897
2019/4/4,ru1907                        ,0,448,0,0,0,0.20897,20.897
2019/4/4,ru1908                        ,0,236,0,0,0,0.226575,22.6575
2019/4/4,ru1909                        ,406,11420,82,163.754,0,0.226575,22.6575
2019/4/4,ru1910                        ,0,184,0,0,0,0.226575,22.6575
2019/4/4,ru1911                        ,2,168,0,1.776,0,0.254937,25.4937
2019/4/4,ru2001                        ,0,458,0,0,0,0.254937,25.4937
2019/4/4,ru2003                        ,0,0,0,0,0,0.254937,25.4937
2019/4/8,ru1905                        ,1590,15996,-396,201.582,2,0.194855,19.4855
2019/4/8,ru1906                        ,188,2248,-8,86.592,0,0.23022,23.022
2019/4/8,ru1907                        ,0,448,0,0,0,0.23022,23.022
2019/4/8,ru1908                        ,0,236,0,0,0,0.237804,23.7804
2019/4/8,ru1909                        ,1134,11586,166,445.13,0,0.237804,23.7804
2019/4/8,ru1910                        ,0,184,0,0,0,0.237804,23.7804
2019/4/8,ru1911                        ,0,168,0,0,0,0.237804,23.7804
2019/4/8,ru2001                        ,0,458,0,0,0,0.237804,23.7804
2019/4/8,ru2003                        ,0,0,0,0,0,0.237804,23.7804
