交易日期,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,隐含波动率(%)
2018-11-20,cu1902                        ,11824,11568,736,11230.862,,0.161403,16.1403
2018-11-20,cu1904                        ,130,1112,8,152.143,,0.167763,16.7763
2018-11-20,cu1905                        ,60,1150,-2,26.498,,0.162231,16.2231
2018-11-20,cu1906                        ,42,1038,-8,36.639,,0.163314,16.3314
2018-11-20,cu1907                        ,24,1130,-2,31.163,,0.163456,16.3456
2018-11-20,cu1908                        ,26,1062,-8,24.734,,0.163488,16.3488
2018-11-20,cu1910                        ,76,808,14,165.975,,0.163401,16.3401
2018-11-20,cu1911                        ,158,262,32,299.419,,0.159829,15.9829
2018-11-20,cu1909                        ,14,1502,0,15.65,,0.164263,16.4263
2018-11-21,cu1901                        ,44110,26824,-1036,34229.134,,0.150571,15.0571
2018-11-21,cu1902                        ,21224,11588,20,20889.38,,0.161898,16.1898
2018-11-21,cu1903                        ,8092,2538,418,8054.583,,0.160575,16.0575
2018-11-21,cu1904                        ,296,1190,78,242.458,,0.1579,15.79
2018-11-21,cu1911                        ,450,444,182,727.012,,0.152571,15.2571
2018-11-21,cu1905                        ,242,1158,8,193.986,,0.163687,16.3687
2018-11-21,cu1907                        ,94,1164,34,96.728,,0.158772,15.8772
