交易日期,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,隐含波动率(%)
2020-11-02,zn2102                        ,0,0,0,0.0,0.0,0.214189,21.4189
2020-11-02,zn2012                        ,8452,5668,-195,518.7545,0.0,0.233562,23.3562
2020-11-03,zn2012                        ,9283,6177,509,827.9285,0.0,0.233532,23.3532
2020-11-03,zn2101                        ,1652,2448,233,238.933,0.0,0.213634,21.3634
2020-11-03,zn2102                        ,0,0,0,0.0,0.0,0.213634,21.3634
2020-11-04,zn2012                        ,11440,6297,120,712.4685,0.0,0.238355,23.8355
2020-11-04,zn2101                        ,1725,2539,91,233.933,0.0,0.212864,21.2864
2020-11-04,zn2102                        ,0,0,0,0.0,0.0,0.212864,21.2864
2020-11-05,zn2101                        ,2772,3179,640,303.286,0.0,0.207047,20.7047
2020-11-05,zn2102                        ,0,0,0,0.0,0.0,0.207047,20.7047
2020-11-05,zn2012                        ,10709,6749,452,1006.845,0.0,0.209777,20.9777
2020-11-06,zn2012                        ,8839,6710,-39,514.0055,0.0,0.212558,21.2558
2020-11-06,zn2101                        ,1826,3152,-27,161.8185,0.0,0.206312,20.6312
2020-11-06,zn2102                        ,0,0,0,0.0,0.0,0.206312,20.6312
2020-11-09,zn2012                        ,17381,8426,1716,1975.2505,0.0,0.231084,23.1084
2020-11-09,zn2101                        ,5092,3565,413,738.2405,0.0,0.21374,21.374
2020-11-09,zn2102                        ,0,0,0,0.0,0.0,0.21374,21.374
2020-11-10,zn2012                        ,12742,8218,-208,1384.7295,0.0,0.233199,23.3199
2020-11-10,zn2101                        ,4017,3305,-260,523.0425,0.0,0.21959,21.959
2020-11-10,zn2102                        ,7,7,7,0.9355,0.0,0.202491,20.2491
2020-11-10,zn2103                        ,0,0,0,0.0,0.0,0.202491,20.2491
2020-11-11,zn2102                        ,1,6,-1,0.1035,0.0,0.194862,19.4862
2020-11-11,zn2103                        ,2,2,2,0.2125,0.0,0.194515,19.4515
2020-11-11,zn2101                        ,2096,3401,96,209.8455,0.0,0.212797,21.2797
2020-11-11,zn2012                        ,8545,8443,225,601.3065,0.0,0.222245,22.2245
2020-11-12,zn2012                        ,13766,7836,-607,868.8415,0.0,0.206966,20.6966
2020-11-12,zn2101                        ,3721,3842,441,387.488,0.0,0.206929,20.6929
2020-11-12,zn2102                        ,2,4,-2,0.1565,0.0,0.19024,19.024
2020-11-12,zn2103                        ,0,2,0,0.0,0.0,0.19024,19.024
2020-11-13,zn2012                        ,8347,7983,147,544.455,0.0,0.188112,18.8112
2020-11-13,zn2101                        ,3828,4283,441,257.9915,0.0,0.204494,20.4494
2020-11-13,zn2102                        ,14,18,14,1.194,0.0,0.190838,19.0838
2020-11-13,zn2103                        ,0,2,0,0.0,0.0,0.190838,19.0838
2020-11-16,zn2102                        ,1,19,1,0.0265,0.0,0.202123,20.2123
2020-11-16,zn2103                        ,2,4,2,0.217,0.0,0.19172,19.172
2020-11-16,zn2101                        ,6531,4878,595,603.367,0.0,0.204458,20.4458
2020-11-16,zn2012                        ,14997,8357,374,1458.0085,0.0,0.215109,21.5109
2020-11-17,zn2012                        ,14903,8620,263,1066.694,7.0,0.206545,20.6545
2020-11-17,zn2101                        ,4377,5112,234,557.1205,0.0,0.209041,20.9041
2020-11-17,zn2102                        ,1851,519,500,290.1085,0.0,0.195058,19.5058
2020-11-17,zn2103                        ,2,5,1,2.0745,0.0,0.34578,34.578
2020-11-18,zn2101                        ,3963,5394,282,680.762,0.0,0.211676,21.1676
2020-11-18,zn2102                        ,568,734,215,142.9065,0.0,0.198883,19.8883
2020-11-18,zn2103                        ,12,12,7,2.2885,0.0,0.196919,19.6919
2020-11-18,zn2012                        ,16206,9189,569,1620.7,15.0,0.221728,22.1728
2020-11-19,zn2102                        ,1231,834,100,312.633,0.0,0.199313,19.9313
2020-11-19,zn2103                        ,1,11,-1,0.84,0.0,0.161697,16.1697
2020-11-19,zn2101                        ,4752,5512,118,736.935,0.0,0.212424,21.2424
2020-11-19,zn2012                        ,13675,8696,-493,1047.9275,5.0,0.21164,21.164
2020-11-20,zn2102                        ,1259,909,75,349.567,0.0,0.198592,19.8592
2020-11-20,zn2012                        ,16709,8992,296,2225.4885,137.0,0.202037,20.2037
2020-11-20,zn2101                        ,8153,5809,297,1115.847,0.0,0.208949,20.8949
2020-11-20,zn2103                        ,0,11,0,0.0,0.0,0.198592,19.8592
2020-11-23,zn2012                        ,14738,7752,-1240,1281.279,306.0,0.247593,24.7593
2020-11-23,zn2103                        ,5,16,5,0.9205,0.0,0.204105,20.4105
2020-11-23,zn2101                        ,6313,6051,242,909.422,0.0,0.222735,22.2735
2020-11-23,zn2102                        ,1001,979,70,253.7705,0.0,0.207098,20.7098
2020-11-23,zn2104                        ,0,0,0,0.0,0.0,0.204105,20.4105
2020-11-24,zn2012                        ,11099,0,-7752,1239.3865,1643.0,0.188948,18.8948
2020-11-24,zn2101                        ,7107,6481,430,1053.611,0.0,0.211983,21.1983
2020-11-24,zn2102                        ,1259,1309,330,266.1605,0.0,0.20862,20.862
2020-11-24,zn2103                        ,10,19,3,4.6225,0.0,0.231956,23.1956
2020-11-24,zn2104                        ,0,0,0,0.0,0.0,0.231956,23.1956
2020-11-25,zn2101                        ,9633,7093,612,1116.982,0.0,0.202892,20.2892
